Month,MajorText,MinorText,CrimeCount,Spatial_DistrictName
201210,Criminal Damage,Criminal Damage To Dwelling,21,Kensington and Chelsea
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,82,Kensington and Chelsea
201210,Violence Against The Person,Other Violence,9,Kensington and Chelsea
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,44,Kensington and Chelsea
201210,Criminal Damage,Other Criminal Damage,20,Kensington and Chelsea
201210,Violence Against The Person,Harassment,162,Westminster
201210,Other Notifiable Offences,Going Equipped,3,Westminster
201210,Fraud and Forgery,Other Fraud and Forgery,103,Westminster
201210,Theft and Handling,Theft Person,861,Westminster
201210,Theft and Handling,Motor Vehicle Interference and Tampering,9,Westminster
201210,Criminal Damage,Other Criminal Damage,36,Westminster
201210,Burglary,Burglary In Other Buildings,188,Westminster
201210,Robbery,Personal Property,251,Westminster
201210,Criminal Damage,Criminal Damage To Other Building,36,Westminster
201210,Burglary,Burglary In A Dwelling,108,Westminster
201210,Theft and Handling,Other Theft,1561,Westminster
201210,Violence Against The Person,Offensive Weapon,9,Westminster
201210,Sexual Offences,Other Sexual,28,Westminster
201210,Robbery,Business Property,8,Westminster
201210,Drugs,Drug Trafficking,10,Westminster
201210,Theft and Handling,Theft From Motor Vehicle,192,Westminster
201210,Drugs,Other Drugs,3,Westminster
201210,Violence Against The Person,Other Violence,29,Westminster
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,134,Westminster
201210,Violence Against The Person,Assault With Injury,194,Westminster
201210,Violence Against The Person,Common Assault,182,Westminster
201210,Other Notifiable Offences,Other Notifiable,48,Westminster
201210,Criminal Damage,Criminal Damage To Motor Vehicle,49,Westminster
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,51,Westminster
201210,Theft and Handling,Handling Stolen Goods,6,Westminster
201210,Theft and Handling,Theft From Shops,371,Westminster
201210,Fraud and Forgery,Counted Per Victim,163,Westminster
201210,Criminal Damage,Criminal Damage To Dwelling,23,Westminster
201210,Violence Against The Person,Wounding/GBH,24,Westminster
201210,Sexual Offences,Rape,12,Westminster
201210,Drugs,Possession Of Drugs,246,Westminster
201210,Criminal Damage,Criminal Damage To Motor Vehicle,59,Camden
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,137,Camden
201210,Sexual Offences,Other Sexual,29,Camden
201210,Drugs,Other Drugs,3,Camden
201210,Violence Against The Person,Other Violence,15,Camden
201210,Robbery,Business Property,3,Camden
201210,Sexual Offences,Rape,17,Camden
201210,Other Notifiable Offences,Other Notifiable,23,Camden
201210,Criminal Damage,Criminal Damage To Other Building,25,Camden
201210,Violence Against The Person,Offensive Weapon,9,Camden
201210,Violence Against The Person,Assault With Injury,127,Camden
201210,Burglary,Burglary In A Dwelling,86,Camden
201210,Theft and Handling,Theft From Motor Vehicle,166,Camden
201210,Theft and Handling,Theft Person,401,Camden
201210,Robbery,Personal Property,81,Camden
201210,Criminal Damage,Other Criminal Damage,42,Camden
201210,Drugs,Possession Of Drugs,142,Camden
201210,Fraud and Forgery,Other Fraud and Forgery,56,Camden
201210,Violence Against The Person,Harassment,131,Camden
201210,Theft and Handling,Motor Vehicle Interference and Tampering,18,Camden
201210,Theft and Handling,Theft From Shops,109,Camden
201210,Violence Against The Person,Wounding/GBH,18,Camden
201210,Fraud and Forgery,Counted Per Victim,98,Camden
201210,Theft and Handling,Other Theft,658,Camden
201210,Criminal Damage,Criminal Damage To Dwelling,30,Camden
201210,Theft and Handling,Handling Stolen Goods,9,Camden
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,68,Camden
201210,Burglary,Burglary In Other Buildings,120,Camden
201210,Drugs,Drug Trafficking,7,Camden
201210,Violence Against The Person,Common Assault,99,Camden
201210,Fraud and Forgery,Other Fraud and Forgery,36,Hammersmith and Fulham
201210,Robbery,Business Property,5,Hammersmith and Fulham
201210,Violence Against The Person,Harassment,93,Hammersmith and Fulham
201210,Criminal Damage,Other Criminal Damage,20,Hammersmith and Fulham
201210,Drugs,Drug Trafficking,9,Hammersmith and Fulham
201210,Theft and Handling,Motor Vehicle Interference and Tampering,16,Hammersmith and Fulham
201210,Other Notifiable Offences,Going Equipped,2,Hammersmith and Fulham
201210,Robbery,Personal Property,62,Hammersmith and Fulham
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,151,Hammersmith and Fulham
201210,Theft and Handling,Theft Person,127,Hammersmith and Fulham
201210,Violence Against The Person,Assault With Injury,93,Hammersmith and Fulham
201210,Other Notifiable Offences,Other Notifiable,21,Hammersmith and Fulham
201210,Burglary,Burglary In Other Buildings,40,Hammersmith and Fulham
201210,Criminal Damage,Criminal Damage To Motor Vehicle,51,Hammersmith and Fulham
201210,Theft and Handling,Theft From Motor Vehicle,192,Hammersmith and Fulham
201210,Criminal Damage,Criminal Damage To Other Building,11,Hammersmith and Fulham
201210,Violence Against The Person,Other Violence,13,Hammersmith and Fulham
201210,Violence Against The Person,Wounding/GBH,9,Hammersmith and Fulham
201210,Violence Against The Person,Offensive Weapon,5,Hammersmith and Fulham
201210,Sexual Offences,Other Sexual,18,Hammersmith and Fulham
201210,Theft and Handling,Other Theft,285,Hammersmith and Fulham
201210,Burglary,Burglary In A Dwelling,97,Hammersmith and Fulham
201210,Sexual Offences,Rape,16,Hammersmith and Fulham
201210,Violence Against The Person,Murder,1,Hammersmith and Fulham
201210,Theft and Handling,Theft From Shops,120,Hammersmith and Fulham
201210,Criminal Damage,Criminal Damage To Dwelling,18,Hammersmith and Fulham
201210,Theft and Handling,Handling Stolen Goods,13,Hammersmith and Fulham
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,52,Hammersmith and Fulham
201210,Drugs,Possession Of Drugs,140,Hammersmith and Fulham
201210,Fraud and Forgery,Counted Per Victim,76,Hammersmith and Fulham
201210,Violence Against The Person,Common Assault,124,Hammersmith and Fulham
201210,Fraud and Forgery,Counted Per Victim,79,Hackney
201210,Theft and Handling,Theft From Shops,61,Hackney
201210,Other Notifiable Offences,Going Equipped,2,Hackney
201210,Criminal Damage,Criminal Damage To Motor Vehicle,50,Hackney
201210,Sexual Offences,Other Sexual,21,Hackney
201210,Theft and Handling,Theft Person,321,Hackney
201210,Drugs,Drug Trafficking,12,Hackney
201210,Fraud and Forgery,Other Fraud and Forgery,39,Hackney
201210,Violence Against The Person,Wounding/GBH,31,Hackney
201210,Criminal Damage,Other Criminal Damage,37,Hackney
201210,Violence Against The Person,Offensive Weapon,10,Hackney
201210,Theft and Handling,Motor Vehicle Interference and Tampering,26,Hackney
201210,Other Notifiable Offences,Other Notifiable,24,Hackney
201210,Burglary,Burglary In Other Buildings,94,Hackney
201210,Theft and Handling,Other Theft,355,Hackney
201210,Burglary,Burglary In A Dwelling,140,Hackney
201210,Robbery,Personal Property,103,Hackney
201210,Theft and Handling,Handling Stolen Goods,1,Hackney
201210,Criminal Damage,Criminal Damage To Other Building,13,Hackney
201210,Violence Against The Person,Common Assault,146,Hackney
201210,Criminal Damage,Criminal Damage To Dwelling,49,Hackney
201210,Violence Against The Person,Other Violence,26,Hackney
201210,Sexual Offences,Rape,7,Hackney
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,177,Hackney
201210,Violence Against The Person,Assault With Injury,151,Hackney
201210,Violence Against The Person,Harassment,160,Hackney
201210,Drugs,Other Drugs,2,Hackney
201210,Drugs,Possession Of Drugs,156,Hackney
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,65,Hackney
201210,Theft and Handling,Theft From Motor Vehicle,204,Hackney
201210,Robbery,Business Property,6,Hackney
201210,Theft and Handling,Handling Stolen Goods,3,Tower Hamlets
201210,Robbery,Personal Property,118,Tower Hamlets
201210,Theft and Handling,Theft From Motor Vehicle,167,Tower Hamlets
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,96,Tower Hamlets
201210,Violence Against The Person,Other Violence,27,Tower Hamlets
201210,Criminal Damage,Criminal Damage To Dwelling,54,Tower Hamlets
201210,Violence Against The Person,Offensive Weapon,12,Tower Hamlets
201210,Criminal Damage,Criminal Damage To Motor Vehicle,62,Tower Hamlets
201210,Robbery,Business Property,6,Tower Hamlets
201210,Drugs,Possession Of Drugs,163,Tower Hamlets
201210,Violence Against The Person,Harassment,155,Tower Hamlets
201210,Sexual Offences,Rape,13,Tower Hamlets
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,164,Tower Hamlets
201210,Burglary,Burglary In A Dwelling,139,Tower Hamlets
201210,Theft and Handling,Other Theft,385,Tower Hamlets
201210,Burglary,Burglary In Other Buildings,117,Tower Hamlets
201210,Fraud and Forgery,Other Fraud and Forgery,33,Tower Hamlets
201210,Theft and Handling,Motor Vehicle Interference and Tampering,10,Tower Hamlets
201210,Other Notifiable Offences,Going Equipped,1,Tower Hamlets
201210,Sexual Offences,Other Sexual,26,Tower Hamlets
201210,Other Notifiable Offences,Other Notifiable,28,Tower Hamlets
201210,Violence Against The Person,Common Assault,142,Tower Hamlets
201210,Drugs,Drug Trafficking,44,Tower Hamlets
201210,Violence Against The Person,Assault With Injury,168,Tower Hamlets
201210,Violence Against The Person,Wounding/GBH,28,Tower Hamlets
201210,Criminal Damage,Criminal Damage To Other Building,22,Tower Hamlets
201210,Criminal Damage,Other Criminal Damage,44,Tower Hamlets
201210,Theft and Handling,Theft Person,152,Tower Hamlets
201210,Fraud and Forgery,Counted Per Victim,74,Tower Hamlets
201210,Theft and Handling,Theft From Shops,63,Tower Hamlets
201210,Criminal Damage,Other Criminal Damage,38,Waltham Forest
201210,Fraud and Forgery,Counted Per Victim,120,Waltham Forest
201210,Theft and Handling,Theft From Shops,61,Waltham Forest
201210,Fraud and Forgery,Other Fraud and Forgery,29,Waltham Forest
201210,Burglary,Burglary In Other Buildings,74,Waltham Forest
201210,Theft and Handling,Other Theft,252,Waltham Forest
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,52,Waltham Forest
201210,Burglary,Burglary In A Dwelling,182,Waltham Forest
201210,Violence Against The Person,Common Assault,99,Waltham Forest
201210,Criminal Damage,Criminal Damage To Motor Vehicle,51,Waltham Forest
201210,Theft and Handling,Motor Vehicle Interference and Tampering,21,Waltham Forest
201210,Violence Against The Person,Murder,1,Waltham Forest
201210,Sexual Offences,Other Sexual,19,Waltham Forest
201210,Violence Against The Person,Offensive Weapon,6,Waltham Forest
201210,Other Notifiable Offences,Going Equipped,4,Waltham Forest
201210,Criminal Damage,Criminal Damage To Other Building,15,Waltham Forest
201210,Other Notifiable Offences,Other Notifiable,13,Waltham Forest
201210,Violence Against The Person,Assault With Injury,142,Waltham Forest
201210,Theft and Handling,Theft Person,75,Waltham Forest
201210,Drugs,Drug Trafficking,17,Waltham Forest
201210,Violence Against The Person,Wounding/GBH,19,Waltham Forest
201210,Robbery,Personal Property,95,Waltham Forest
201210,Criminal Damage,Criminal Damage To Dwelling,32,Waltham Forest
201210,Violence Against The Person,Other Violence,14,Waltham Forest
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,117,Waltham Forest
201210,Violence Against The Person,Harassment,118,Waltham Forest
201210,Sexual Offences,Rape,16,Waltham Forest
201210,Theft and Handling,Handling Stolen Goods,2,Waltham Forest
201210,Theft and Handling,Theft From Motor Vehicle,216,Waltham Forest
201210,Drugs,Other Drugs,1,Waltham Forest
201210,Drugs,Possession Of Drugs,100,Waltham Forest
201210,Robbery,Business Property,10,Waltham Forest
201210,Theft and Handling,Theft Person,80,Redbridge
201210,Drugs,Drug Trafficking,7,Redbridge
201210,Criminal Damage,Other Criminal Damage,28,Redbridge
201210,Violence Against The Person,Other Violence,9,Redbridge
201210,Fraud and Forgery,Other Fraud and Forgery,37,Redbridge
201210,Violence Against The Person,Harassment,99,Redbridge
201210,Theft and Handling,Theft From Shops,61,Redbridge
201210,Fraud and Forgery,Counted Per Victim,117,Redbridge
201210,Violence Against The Person,Assault With Injury,115,Redbridge
201210,Theft and Handling,Motor Vehicle Interference and Tampering,18,Redbridge
201210,Sexual Offences,Rape,11,Redbridge
201210,Violence Against The Person,Common Assault,69,Redbridge
201210,Theft and Handling,Theft From Motor Vehicle,222,Redbridge
201210,Burglary,Burglary In Other Buildings,48,Redbridge
201210,Violence Against The Person,Offensive Weapon,3,Redbridge
201210,Burglary,Burglary In A Dwelling,224,Redbridge
201210,Other Notifiable Offences,Going Equipped,1,Redbridge
201210,Criminal Damage,Criminal Damage To Motor Vehicle,54,Redbridge
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,125,Redbridge
201210,Theft and Handling,Handling Stolen Goods,7,Redbridge
201210,Criminal Damage,Criminal Damage To Dwelling,25,Redbridge
201210,Other Notifiable Offences,Other Notifiable,30,Redbridge
201210,Theft and Handling,Other Theft,210,Redbridge
201210,Robbery,Business Property,12,Redbridge
201210,Sexual Offences,Other Sexual,17,Redbridge
201210,Criminal Damage,Criminal Damage To Other Building,7,Redbridge
201210,Robbery,Personal Property,71,Redbridge
201210,Drugs,Possession Of Drugs,134,Redbridge
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,33,Redbridge
201210,Violence Against The Person,Wounding/GBH,15,Redbridge
201210,Other Notifiable Offences,Other Notifiable,21,Havering
201210,Fraud and Forgery,Other Fraud and Forgery,16,Havering
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,93,Havering
201210,Criminal Damage,Criminal Damage To Dwelling,29,Havering
201210,Burglary,Burglary In A Dwelling,170,Havering
201210,Other Notifiable Offences,Going Equipped,1,Havering
201210,Theft and Handling,Motor Vehicle Interference and Tampering,17,Havering
201210,Violence Against The Person,Wounding/GBH,13,Havering
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,18,Havering
201210,Violence Against The Person,Other Violence,18,Havering
201210,Criminal Damage,Other Criminal Damage,32,Havering
201210,Theft and Handling,Theft Person,35,Havering
201210,Drugs,Possession Of Drugs,80,Havering
201210,Robbery,Personal Property,33,Havering
201210,Violence Against The Person,Assault With Injury,94,Havering
201210,Criminal Damage,Criminal Damage To Other Building,14,Havering
201210,Fraud and Forgery,Counted Per Victim,50,Havering
201210,Robbery,Business Property,5,Havering
201210,Sexual Offences,Other Sexual,9,Havering
201210,Theft and Handling,Theft From Motor Vehicle,132,Havering
201210,Sexual Offences,Rape,3,Havering
201210,Violence Against The Person,Common Assault,63,Havering
201210,Violence Against The Person,Offensive Weapon,5,Havering
201210,Criminal Damage,Criminal Damage To Motor Vehicle,59,Havering
201210,Theft and Handling,Theft From Shops,66,Havering
201210,Theft and Handling,Other Theft,161,Havering
201210,Drugs,Drug Trafficking,10,Havering
201210,Violence Against The Person,Harassment,75,Havering
201210,Burglary,Burglary In Other Buildings,57,Havering
201210,Theft and Handling,Theft From Motor Vehicle,314,Newham
201210,Sexual Offences,Rape,9,Newham
201210,Violence Against The Person,Harassment,127,Newham
201210,Burglary,Burglary In Other Buildings,94,Newham
201210,Other Notifiable Offences,Going Equipped,1,Newham
201210,Drugs,Drug Trafficking,9,Newham
201210,Drugs,Possession Of Drugs,140,Newham
201210,Theft and Handling,Theft From Shops,96,Newham
201210,Burglary,Burglary In A Dwelling,193,Newham
201210,Theft and Handling,Other Theft,376,Newham
201210,Criminal Damage,Criminal Damage To Dwelling,56,Newham
201210,Robbery,Personal Property,217,Newham
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,62,Newham
201210,Violence Against The Person,Other Violence,27,Newham
201210,Violence Against The Person,Wounding/GBH,40,Newham
201210,Criminal Damage,Criminal Damage To Other Building,15,Newham
201210,Theft and Handling,Theft Person,195,Newham
201210,Fraud and Forgery,Counted Per Victim,120,Newham
201210,Other Notifiable Offences,Other Notifiable,38,Newham
201210,Robbery,Business Property,10,Newham
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,100,Newham
201210,Violence Against The Person,Common Assault,181,Newham
201210,Sexual Offences,Other Sexual,29,Newham
201210,Criminal Damage,Other Criminal Damage,44,Newham
201210,Theft and Handling,Handling Stolen Goods,4,Newham
201210,Criminal Damage,Criminal Damage To Motor Vehicle,85,Newham
201210,Violence Against The Person,Offensive Weapon,21,Newham
201210,Fraud and Forgery,Other Fraud and Forgery,49,Newham
201210,Violence Against The Person,Assault With Injury,179,Newham
201210,Theft and Handling,Motor Vehicle Interference and Tampering,9,Newham
201210,Criminal Damage,Criminal Damage To Motor Vehicle,41,Barking and Dagenham
201210,Robbery,Business Property,9,Barking and Dagenham
201210,Sexual Offences,Other Sexual,14,Barking and Dagenham
201210,Criminal Damage,Criminal Damage To Other Building,11,Barking and Dagenham
201210,Violence Against The Person,Wounding/GBH,14,Barking and Dagenham
201210,Drugs,Drug Trafficking,7,Barking and Dagenham
201210,Burglary,Burglary In A Dwelling,145,Barking and Dagenham
201210,Violence Against The Person,Harassment,87,Barking and Dagenham
201210,Drugs,Possession Of Drugs,78,Barking and Dagenham
201210,Violence Against The Person,Other Violence,17,Barking and Dagenham
201210,Theft and Handling,Other Theft,167,Barking and Dagenham
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,78,Barking and Dagenham
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,18,Barking and Dagenham
201210,Fraud and Forgery,Other Fraud and Forgery,25,Barking and Dagenham
201210,Robbery,Personal Property,49,Barking and Dagenham
201210,Burglary,Burglary In Other Buildings,47,Barking and Dagenham
201210,Theft and Handling,Theft Person,40,Barking and Dagenham
201210,Theft and Handling,Motor Vehicle Interference and Tampering,9,Barking and Dagenham
201210,Criminal Damage,Criminal Damage To Dwelling,30,Barking and Dagenham
201210,Theft and Handling,Handling Stolen Goods,1,Barking and Dagenham
201210,Criminal Damage,Other Criminal Damage,27,Barking and Dagenham
201210,Other Notifiable Offences,Other Notifiable,19,Barking and Dagenham
201210,Fraud and Forgery,Counted Per Victim,73,Barking and Dagenham
201210,Sexual Offences,Rape,6,Barking and Dagenham
201210,Violence Against The Person,Common Assault,81,Barking and Dagenham
201210,Violence Against The Person,Offensive Weapon,2,Barking and Dagenham
201210,Theft and Handling,Theft From Motor Vehicle,153,Barking and Dagenham
201210,Theft and Handling,Theft From Shops,53,Barking and Dagenham
201210,Violence Against The Person,Assault With Injury,125,Barking and Dagenham
201210,Theft and Handling,Theft From Motor Vehicle,177,Lambeth
201210,Sexual Offences,Rape,19,Lambeth
201210,Violence Against The Person,Common Assault,131,Lambeth
201210,Drugs,Other Drugs,1,Lambeth
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,118,Lambeth
201210,Violence Against The Person,Assault With Injury,205,Lambeth
201210,Other Notifiable Offences,Other Notifiable,33,Lambeth
201210,Fraud and Forgery,Counted Per Victim,87,Lambeth
201210,Sexual Offences,Other Sexual,27,Lambeth
201210,Violence Against The Person,Offensive Weapon,14,Lambeth
201210,Violence Against The Person,Harassment,140,Lambeth
201210,Violence Against The Person,Other Violence,21,Lambeth
201210,Drugs,Drug Trafficking,9,Lambeth
201210,Drugs,Possession Of Drugs,140,Lambeth
201210,Burglary,Burglary In A Dwelling,247,Lambeth
201210,Theft and Handling,Theft From Shops,58,Lambeth
201210,Theft and Handling,Other Theft,494,Lambeth
201210,Violence Against The Person,Wounding/GBH,31,Lambeth
201210,Other Notifiable Offences,Going Equipped,2,Lambeth
201210,Robbery,Personal Property,179,Lambeth
201210,Theft and Handling,Motor Vehicle Interference and Tampering,12,Lambeth
201210,Criminal Damage,Criminal Damage To Motor Vehicle,84,Lambeth
201210,Theft and Handling,Theft Person,369,Lambeth
201210,Criminal Damage,Other Criminal Damage,33,Lambeth
201210,Burglary,Burglary In Other Buildings,105,Lambeth
201210,Criminal Damage,Criminal Damage To Dwelling,64,Lambeth
201210,Theft and Handling,Handling Stolen Goods,5,Lambeth
201210,Fraud and Forgery,Other Fraud and Forgery,40,Lambeth
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,71,Lambeth
201210,Robbery,Business Property,27,Lambeth
201210,Criminal Damage,Criminal Damage To Other Building,27,Lambeth
201210,Sexual Offences,Other Sexual,29,Southwark
201210,Theft and Handling,Theft From Shops,90,Southwark
201210,Burglary,Burglary In A Dwelling,159,Southwark
201210,Violence Against The Person,Offensive Weapon,6,Southwark
201210,Other Notifiable Offences,Going Equipped,1,Southwark
201210,Fraud and Forgery,Other Fraud and Forgery,33,Southwark
201210,Criminal Damage,Criminal Damage To Motor Vehicle,66,Southwark
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,77,Southwark
201210,Drugs,Possession Of Drugs,156,Southwark
201210,Theft and Handling,Handling Stolen Goods,6,Southwark
201210,Theft and Handling,Theft Person,243,Southwark
201210,Criminal Damage,Criminal Damage To Dwelling,53,Southwark
201210,Robbery,Personal Property,158,Southwark
201210,Criminal Damage,Other Criminal Damage,44,Southwark
201210,Violence Against The Person,Wounding/GBH,27,Southwark
201210,Theft and Handling,Motor Vehicle Interference and Tampering,17,Southwark
201210,Violence Against The Person,Other Violence,28,Southwark
201210,Fraud and Forgery,Counted Per Victim,92,Southwark
201210,Robbery,Business Property,6,Southwark
201210,Criminal Damage,Criminal Damage To Other Building,19,Southwark
201210,Other Notifiable Offences,Other Notifiable,31,Southwark
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,121,Southwark
201210,Violence Against The Person,Assault With Injury,195,Southwark
201210,Violence Against The Person,Harassment,123,Southwark
201210,Violence Against The Person,Murder,1,Southwark
201210,Drugs,Other Drugs,4,Southwark
201210,Theft and Handling,Theft From Motor Vehicle,116,Southwark
201210,Violence Against The Person,Common Assault,128,Southwark
201210,Sexual Offences,Rape,12,Southwark
201210,Theft and Handling,Other Theft,456,Southwark
201210,Burglary,Burglary In Other Buildings,96,Southwark
201210,Drugs,Drug Trafficking,9,Southwark
201210,Fraud and Forgery,Counted Per Victim,123,Islington
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,130,Islington
201210,Drugs,Possession Of Drugs,161,Islington
201210,Robbery,Personal Property,67,Islington
201210,Other Notifiable Offences,Other Notifiable,28,Islington
201210,Theft and Handling,Theft From Shops,100,Islington
201210,Burglary,Burglary In A Dwelling,118,Islington
201210,Theft and Handling,Theft From Motor Vehicle,145,Islington
201210,Fraud and Forgery,Other Fraud and Forgery,32,Islington
201210,Sexual Offences,Rape,6,Islington
201210,Theft and Handling,Theft Person,309,Islington
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,58,Islington
201210,Criminal Damage,Criminal Damage To Motor Vehicle,42,Islington
201210,Violence Against The Person,Assault With Injury,132,Islington
201210,Drugs,Other Drugs,1,Islington
201210,Criminal Damage,Other Criminal Damage,46,Islington
201210,Theft and Handling,Handling Stolen Goods,3,Islington
201210,Criminal Damage,Criminal Damage To Dwelling,25,Islington
201210,Drugs,Drug Trafficking,12,Islington
201210,Robbery,Business Property,6,Islington
201210,Violence Against The Person,Wounding/GBH,25,Islington
201210,Violence Against The Person,Harassment,136,Islington
201210,Violence Against The Person,Offensive Weapon,19,Islington
201210,Sexual Offences,Other Sexual,20,Islington
201210,Violence Against The Person,Common Assault,121,Islington
201210,Other Notifiable Offences,Going Equipped,2,Islington
201210,Theft and Handling,Motor Vehicle Interference and Tampering,12,Islington
201210,Burglary,Burglary In Other Buildings,73,Islington
201210,Violence Against The Person,Other Violence,13,Islington
201210,Theft and Handling,Other Theft,437,Islington
201210,Criminal Damage,Criminal Damage To Other Building,23,Islington
201210,Theft and Handling,Theft From Shops,73,Lewisham
201210,Theft and Handling,Other Theft,295,Lewisham
201210,Burglary,Burglary In Other Buildings,90,Lewisham
201210,Criminal Damage,Other Criminal Damage,42,Lewisham
201210,Violence Against The Person,Offensive Weapon,10,Lewisham
201210,Sexual Offences,Rape,4,Lewisham
201210,Fraud and Forgery,Other Fraud and Forgery,35,Lewisham
201210,Drugs,Drug Trafficking,11,Lewisham
201210,Violence Against The Person,Harassment,130,Lewisham
201210,Drugs,Other Drugs,2,Lewisham
201210,Other Notifiable Offences,Going Equipped,1,Lewisham
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,71,Lewisham
201210,Criminal Damage,Criminal Damage To Motor Vehicle,88,Lewisham
201210,Violence Against The Person,Other Violence,18,Lewisham
201210,Fraud and Forgery,Counted Per Victim,99,Lewisham
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,55,Lewisham
201210,Burglary,Burglary In A Dwelling,164,Lewisham
201210,Robbery,Personal Property,101,Lewisham
201210,Other Notifiable Offences,Other Notifiable,28,Lewisham
201210,Theft and Handling,Handling Stolen Goods,4,Lewisham
201210,Violence Against The Person,Common Assault,98,Lewisham
201210,Violence Against The Person,Wounding/GBH,36,Lewisham
201210,Theft and Handling,Motor Vehicle Interference and Tampering,11,Lewisham
201210,Criminal Damage,Criminal Damage To Dwelling,50,Lewisham
201210,Criminal Damage,Criminal Damage To Other Building,15,Lewisham
201210,Violence Against The Person,Assault With Injury,146,Lewisham
201210,Drugs,Possession Of Drugs,110,Lewisham
201210,Theft and Handling,Theft From Motor Vehicle,185,Lewisham
201210,Robbery,Business Property,9,Lewisham
201210,Sexual Offences,Other Sexual,36,Lewisham
201210,Theft and Handling,Theft Person,63,Lewisham
201210,Theft and Handling,Theft From Motor Vehicle,193,Bromley
201210,Sexual Offences,Other Sexual,25,Bromley
201210,Drugs,Other Drugs,3,Bromley
201210,Robbery,Personal Property,39,Bromley
201210,Violence Against The Person,Offensive Weapon,13,Bromley
201210,Sexual Offences,Rape,5,Bromley
201210,Other Notifiable Offences,Other Notifiable,23,Bromley
201210,Theft and Handling,Theft Person,24,Bromley
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,64,Bromley
201210,Fraud and Forgery,Other Fraud and Forgery,18,Bromley
201210,Criminal Damage,Other Criminal Damage,33,Bromley
201210,Theft and Handling,Theft From Shops,90,Bromley
201210,Theft and Handling,Other Theft,206,Bromley
201210,Violence Against The Person,Wounding/GBH,15,Bromley
201210,Violence Against The Person,Harassment,107,Bromley
201210,Violence Against The Person,Common Assault,92,Bromley
201210,Drugs,Possession Of Drugs,113,Bromley
201210,Robbery,Business Property,3,Bromley
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,28,Bromley
201210,Burglary,Burglary In A Dwelling,183,Bromley
201210,Fraud and Forgery,Counted Per Victim,78,Bromley
201210,Other Notifiable Offences,Going Equipped,6,Bromley
201210,Criminal Damage,Criminal Damage To Other Building,15,Bromley
201210,Burglary,Burglary In Other Buildings,108,Bromley
201210,Criminal Damage,Criminal Damage To Motor Vehicle,77,Bromley
201210,Violence Against The Person,Other Violence,12,Bromley
201210,Theft and Handling,Handling Stolen Goods,4,Bromley
201210,Drugs,Drug Trafficking,8,Bromley
201210,Violence Against The Person,Assault With Injury,130,Bromley
201210,Theft and Handling,Motor Vehicle Interference and Tampering,20,Bromley
201210,Criminal Damage,Criminal Damage To Dwelling,36,Bromley
201210,Violence Against The Person,Offensive Weapon,1,Harrow
201210,Sexual Offences,Rape,4,Harrow
201210,Sexual Offences,Other Sexual,12,Harrow
201210,Robbery,Personal Property,59,Harrow
201210,Theft and Handling,Theft From Motor Vehicle,151,Harrow
201210,Fraud and Forgery,Counted Per Victim,65,Harrow
201210,Other Notifiable Offences,Other Notifiable,16,Harrow
201210,Fraud and Forgery,Other Fraud and Forgery,27,Harrow
201210,Theft and Handling,Theft Person,29,Harrow
201210,Criminal Damage,Other Criminal Damage,21,Harrow
201210,Theft and Handling,Theft/Taking Of Motor Vehicle,17,Harrow
201210,Theft and Handling,Theft From Shops,39,Harrow
201210,Violence Against The Person,Other Violence,13,Harrow
201210,Theft and Handling,Other Theft,115,Harrow
201210,Drugs,Possession Of Drugs,41,Harrow
201210,Violence Against The Person,Common Assault,78,Harrow
201210,Theft and Handling,Theft/Taking Of Pedal Cycle,23,Harrow
201210,Burglary,Burglary In A Dwelling,151,Harrow
201210,Robbery,Business Property,4,Harrow
201210,Violence Against The Person,Wounding/GBH,11,Harrow
