Vote,,,,,,,,
Submission Details,,,,,,,,
Serial,SID,IP Address,Articulates a vision,Motivates others,Makes effective decisions,Willingness to confront tough issues,Impacts history,Node
76005,76217,81.214.86.141,5,5,5,5,5,node/88
76006,76218,80.187.104.171,5,5,5,5,5,node/88
76007,76219,85.108.8.103,5,5,5,5,5,node/88
76008,76220,88.226.95.95,5,5,5,5,5,node/88
76009,76221,37.154.166.123,2.5,2.5,2.5,2.5,3,node/88
76010,76222,194.29.214.244,5,5,5,5,5,node/88
76011,76223,193.254.229.150,5,5,5,5,5,node/88
76012,76224,78.182.208.215,5,5,5,5,5,node/88
76013,76225,194.29.214.244,5,5,5,5,5,node/88
76014,76226,85.107.108.232,5,5,5,5,5,node/88
76015,76227,193.254.229.150,5,5,5,5,5,node/88
76016,76228,81.214.86.141,5,5,5,5,5,node/113
76017,76229,78.174.194.166,5,5,5,5,5,node/88
76018,76230,176.43.140.212,5,5,5,5,5,node/88
76019,76231,37.140.208.1,5,5,5,5,5,node/88
76020,76232,78.186.53.135,5,5,5,5,5,node/88
76021,76233,24.114.66.55,5,5,5,5,5,node/88
76022,76234,78.171.158.75,5,5,5,5,5,node/88
76023,76235,81.214.86.141,5,5,5,5,5,node/38
76024,76236,46.234.11.5,5,5,5,5,5,node/88
76025,76237,194.29.214.244,5,5,5,5,5,node/88
76026,76238,46.234.11.5,5,5,5,5,5,node/88
76027,76239,194.29.214.244,5,5,5,5,5,node/88
76028,76240,195.174.70.176,5,5,5,5,5,node/88
76029,76241,194.29.214.244,5,5,5,5,5,node/85
76030,76242,176.40.247.111,5,5,5,5,5,node/88
76031,76243,194.29.214.244,5,5,5,5,5,node/88
76032,76244,195.174.70.176,5,5,5,5,5,node/88
76033,76245,194.29.214.244,5,5,5,5,5,node/85
76034,76246,88.252.35.185,5,5,5,5,5,node/88
76035,76247,88.250.193.46,5,5,5,5,5,node/88
76036,76248,85.107.108.232,5,5,5,5,5,node/105
76037,76249,64.8.144.206,4,2.5,3.5,4,4.5,node/116
76038,76250,81.213.42.157,5,5,5,5,5,node/88
76039,76251,176.40.150.201,5,5,5,5,5,node/88
76040,76252,208.119.147.42,5,3.5,3,4,5,node/99
76041,76253,78.167.47.114,5,5,5,5,5,node/88
76042,76254,176.40.247.141,5,5,5,5,5,node/88
76043,76255,88.226.7.133,5,5,5,5,5,node/88
76044,76256,24.133.193.94,5,5,5,5,5,node/88
76045,76257,46.165.196.27,5,5,5,5,5,node/88
76046,76258,195.175.52.78,5,5,5,5,5,node/88
76047,76259,176.40.163.170,5,5,5,5,5,node/88
76048,76260,88.234.142.250,5,5,5,5,5,node/88
76049,76261,176.43.208.32,5,5,5,5,5,node/88
76050,76262,24.133.193.94,5,5,5,5,5,node/88
76051,76263,78.180.224.46,5,5,5,5,5,node/88
76052,76264,72.199.20.55,5,5,5,5,5,node/88
76053,76265,194.29.214.244,5,5,5,5,5,node/88
76054,76266,78.164.254.170,5,5,5,5,5,node/88
76055,76267,78.189.218.235,5,5,5,5,5,node/88
76056,76268,78.188.172.30,5,5,5,5,5,node/88
76057,76269,24.133.193.94,5,5,5,5,5,node/88
76058,76270,24.133.193.94,5,5,5,5,5,node/88
76059,76271,194.29.214.244,5,5,5,5,5,node/88
76060,76272,78.180.224.46,5,5,5,5,5,node/88
76061,76273,70.183.5.98,5,5,5,5,5,node/88
76062,76274,85.101.72.203,5,5,5,5,5,node/88
76063,76275,194.29.214.244,5,5,5,5,5,node/88
76064,76276,88.234.142.250,5,5,5,5,5,node/88
76065,76277,46.234.11.5,5,5,5,5,5,node/88
76066,76278,194.29.214.244,5,5,5,5,5,node/88
76067,76279,217.131.156.163,5,5,5,5,5,node/88
76068,76280,85.101.72.203,5,5,5,5,5,node/88
76069,76281,70.183.5.98,5,5,5,5,5,node/60
76070,76282,37.24.155.169,5,5,5,5,5,node/88
76071,76283,85.101.72.203,5,5,5,5,5,node/88
76072,76284,46.23.107.52,5,5,5,5,5,node/88
76073,76285,212.154.24.227,5,5,5,5,5,node/88
76074,76286,212.253.155.211,4.5,4.5,5,2.5,4.5,node/105
76075,76287,46.23.107.52,5,5,5,5,5,node/88
76076,76288,199.115.114.228,5,5,5,5,5,node/88
76077,76289,78.176.87.249,5,5,5,5,4.5,node/88
76078,76290,46.234.11.5,5,5,5,5,5,node/88
76079,76291,46.23.107.52,5,5,5,5,5,node/88
76080,76292,176.240.146.96,5,5,5,5,5,node/88
76081,76293,18.58.6.71,5,5,5,5,5,node/88
76082,76294,37.154.167.157,5,5,5,5,5,node/88
76083,76295,188.3.140.47,5,5,5,5,5,node/88
76084,76296,212.154.24.227,5,5,5,5,5,node/88
76085,76297,78.183.243.114,5,5,5,5,5,node/88
76086,76298,188.3.140.47,5,5,5,5,5,node/88
76087,76299,188.57.1.128,5,5,5,5,5,node/88
76088,76300,80.251.47.211,5,5,5,5,5,node/88
76089,76301,62.248.7.209,5,5,5,5,5,node/88
76090,76302,178.240.6.54,5,5,5,5,5,node/88
76091,76303,212.253.112.97,5,5,5,5,5,node/88
76092,76304,188.57.1.128,5,5,5,5,5,node/88
76093,76305,212.252.124.110,5,5,5,5,5,node/88
76094,76306,178.240.6.54,5,5,5,5,5,node/88
76095,76307,212.253.155.211,5,5,5,5,5,node/88
76096,76308,94.121.164.7,5,5,5,5,5,node/88
76097,76309,212.154.24.227,5,5,5,5,5,node/88
76098,76310,188.58.86.141,5,5,5,5,5,node/88
76099,76311,194.29.214.244,5,5,5,5,5,node/85
76100,76312,193.25.125.25,5,5,5,5,5,node/88
76101,76313,194.29.214.244,5,5,5,5,5,node/85
76102,76314,194.29.214.244,5,5,5,5,5,node/85
76103,76315,74.74.135.61,5,5,5,5,5,node/88
76104,76316,194.29.214.244,5,5,5,5,5,node/85
76105,76317,94.121.164.7,4.5,5,5,5,5,node/88
76106,76318,212.154.24.227,5,5,5,5,5,node/88
76107,76319,194.29.214.244,5,5,5,5,5,node/85
76108,76320,78.188.172.30,5,5,5,5,5,node/88
76109,76321,212.174.156.223,5,5,5,5,5,node/88
76110,76322,194.29.214.244,5,5,5,5,5,node/85
76111,76323,194.29.214.244,5,5,5,5,5,node/85
76112,76324,194.29.214.244,5,5,5,5,5,node/85
76113,76325,212.252.167.72,5,5,5,5,5,node/88
76114,76326,5.47.122.42,4.5,5,5,5,5,node/88
76115,76327,188.58.86.141,5,5,5,5,5,node/88
76116,76328,94.120.121.197,5,5,5,5,5,node/88
76117,76329,95.15.81.133,5,5,5,5,5,node/88
76118,76330,78.176.89.203,5,5,5,5,5,node/88
76119,76331,5.47.122.42,5,5,5,5,5,node/88
76120,76332,193.254.229.150,5,5,5,5,5,node/88
76121,76333,188.58.86.141,5,5,5,5,5,node/88
76122,76334,78.175.203.2,5,5,5,5,5,node/88
76123,76335,88.246.80.139,5,5,5,5,5,node/88
76124,76336,94.123.144.175,1,1,1,1,1,node/88
76125,76337,193.25.125.25,5,5,5,5,5,node/105
76126,76338,5.46.112.36,5,5,5,5,5,node/88
76127,76339,194.29.214.244,5,5,5,5,5,node/88
76128,76340,194.29.214.244,5,5,5,5,5,node/88
76129,76341,194.29.214.244,5,5,5,5,5,node/88
76130,76342,94.123.144.175,5,5,5,5,5,node/88
76131,76343,80.251.47.211,5,5,5,5,5,node/85
76132,76344,194.29.214.244,5,5,5,5,5,node/88
76133,76345,81.214.248.170,5,5,5,5,5,node/88
76134,76346,78.191.21.127,5,5,5,5,5,node/88
76135,76347,85.105.175.165,5,5,5,5,5,node/88
76136,76348,194.29.214.244,5,5,5,5,5,node/88
76137,76349,188.57.141.47,5,5,5,5,5,node/88
76138,76350,78.191.21.127,5,5,5,5,5,node/88
76139,76351,85.105.175.165,5,5,5,5,5,node/88
76140,76352,78.176.54.144,1,1,1,1,1,node/88
76141,76353,5.47.220.8,5,5,5,5,5,node/88
76142,76354,31.223.87.134,5,5,5,5,5,node/88
76143,76355,62.195.114.67,5,5,5,5,5,node/88
76144,76356,78.163.92.138,5,5,5,5,5,node/88
76145,76357,85.98.162.102,1,1,1,1,1,node/88
76146,76358,88.246.205.140,5,5,5,5,5,node/88
76147,76359,88.246.205.140,5,5,5,5,5,node/88
76148,76360,188.57.2.26,4,5,5,5,5,node/88
76149,76361,188.58.13.154,5,5,5,5,5,node/88
76150,76362,212.252.124.110,5,5,5,5,5,node/88
76151,76363,88.253.29.7,4.5,5,5,5,5,node/88
76152,76364,212.252.124.110,5,5,5,5,5,node/88
76153,76365,212.252.124.110,5,5,5,5,5,node/88
76154,76366,212.252.124.110,5,5,5,5,5,node/88
76155,76367,212.252.124.110,5,5,5,5,5,node/88
76156,76368,212.252.124.110,5,5,5,5,5,node/88
76157,76369,212.252.124.110,5,5,5,5,5,node/88
76158,76370,188.57.2.26,5,5,5,5,5,node/88
76159,76371,212.252.124.110,5,5,5,5,5,node/88
76160,76372,194.29.214.244,5,5,5,5,5,node/85
76161,76373,5.47.220.8,5,5,5,5,5,node/85
76162,76374,194.29.214.244,5,5,5,5,5,node/88
76163,76375,178.240.196.39,5,5,5,5,5,node/88
76164,76376,193.254.229.150,5,5,5,5,5,node/88
76165,76377,88.246.205.140,5,5,5,5,5,node/85
76166,76378,85.102.88.157,5,5,5,5,5,node/88
76167,76379,212.252.124.110,5,5,5,5,5,node/88
76168,76380,31.223.36.18,5,5,5,5,5,node/88
76169,76381,88.230.242.52,5,5,5,5,5,node/88
76170,76382,193.254.229.150,5,5,5,5,5,node/88
76171,76383,94.121.166.158,5,5,5,5,5,node/88
76172,76384,82.222.227.52,5,5,5,5,5,node/88
76173,76385,194.29.214.244,5,5,5,5,5,node/88
76174,76386,88.246.167.45,5,5,5,5,5,node/88
76175,76387,78.191.21.127,4.5,4.5,5,4.5,4.5,node/88
76176,76388,176.43.201.232,5,5,5,5,5,node/88
76177,76389,5.47.83.119,5,5,5,5,5,node/88
76178,76390,212.252.124.110,5,5,5,5,5,node/88
76179,76391,176.219.171.59,5,5,5,5,5,node/88
76180,76392,88.229.101.153,5,5,5,5,5,node/88
76181,76393,194.29.214.244,5,5,5,5,5,node/85
76182,76394,194.29.214.244,5,5,5,5,5,node/85
76183,76395,88.229.101.153,5,5,5,5,5,node/88
76184,76396,5.47.83.119,5,5,5,5,5,node/88
76185,76397,95.10.150.126,5,5,5,5,5,node/88
76186,76398,176.43.98.167,5,5,5,5,5,node/88
76187,76399,85.106.3.248,5,5,5,5,5,node/85
76188,76400,176.240.146.180,5,5,5,5,5,node/88
76189,76401,194.29.214.244,2.5,3,4.5,5,5,node/41
76190,76402,176.219.171.59,5,5,5,5,5,node/88
76191,76403,64.8.144.206,3,3.5,4,3.5,3.5,node/47
76192,76404,88.244.246.210,5,5,5,5,5,node/88
76193,76405,176.240.146.180,5,5,5,5,5,node/88
76194,76406,92.44.150.144,5,5,5,5,5,node/88
76195,76407,78.175.132.119,5,5,5,5,5,node/88
76196,76408,205.164.59.14,5,5,5,5,5,node/88
76197,76409,95.10.150.126,5,5,5,5,5,node/88
76198,76410,194.29.214.244,5,5,5,5,5,node/88
76199,76411,94.123.235.213,5,5,5,5,5,node/88
76200,76412,176.240.146.180,5,5,5,5,5,node/88
76201,76413,188.58.127.162,5,5,5,5,5,node/88
76202,76414,78.173.146.245,5,5,5,5,5,node/88
76203,76415,176.33.161.12,5,5,5,5,5,node/88
76204,76416,85.108.13.17,5,5,5,5,5,node/85
76205,76417,159.247.237.3,4.5,4.5,4,5,4.5,node/44
76206,76418,85.25.103.147,5,5,5,5,5,node/88
76207,76419,194.29.214.244,4.5,5,5,5,5,node/88
76208,76420,194.29.214.244,4.5,5,5,5,5,node/88
76209,76421,194.29.214.244,5,5,5,5,5,node/88
76210,76422,194.29.214.244,5,5,5,5,5,node/88
76211,76423,159.247.237.3,5,5,5,5,5,node/61
76212,76424,188.58.127.162,5,5,5,5,5,node/88
76213,76425,194.29.214.244,5,5,5,5,5,node/88
76214,76426,85.108.13.17,5,5,5,5,5,node/85
76215,76427,159.247.237.3,5,5,5,5,5,node/44
76216,76428,159.247.237.3,5,5,5,5,5,node/44
76217,76429,194.29.214.244,5,5,5,5,5,node/88
76218,76430,194.29.214.244,5,5,5,5,5,node/88
76219,76431,194.29.214.244,5,5,5,5,5,node/88
76220,76432,193.254.229.150,5,5,5,5,5,node/88
76221,76433,194.29.214.244,5,5,5,5,4.5,node/88
76222,76434,188.58.127.162,5,5,5,5,5,node/88
76223,76435,64.8.144.206,3.5,4,4,4,4.5,node/67
76224,76436,94.55.185.118,5,5,5,5,5,node/88
76225,76437,151.250.229.103,5,5,5,5,5,node/88
76226,76438,194.29.214.244,5,5,5,5,5,node/71
76227,76439,78.185.12.40,5,5,5,5,5,node/88
76228,76441,62.248.69.203,5,5,5,5,5,node/88
76229,76442,85.108.13.17,4,3.5,3.5,3.5,3.5,node/85
76230,76443,212.252.124.110,5,5,5,5,5,node/88
76231,76444,194.29.214.244,5,5,5,5,5,node/88
76232,76445,194.29.214.244,5,5,5,5,5,node/88
76233,76446,213.148.68.2,5,5,5,5,5,node/88
76234,76447,78.177.169.24,5,5,5,5,5,node/88
76235,76448,88.249.176.96,1,1,1,1,1,node/88
76236,76449,188.58.45.6,5,5,5,5,5,node/88
76237,76450,78.177.169.24,5,5,5,5,5,node/88
76238,76451,194.29.214.244,5,5,5,5,5,node/85
76239,76452,88.249.176.96,5,5,5,5,5,node/88
76240,76453,37.155.141.138,5,5,5,5,5,node/88
76241,76454,193.254.229.150,5,5,5,5,5,node/88
76242,76455,188.58.45.6,5,5,5,5,5,node/88
76243,76456,212.252.124.110,5,5,5,5,5,node/88
76244,76457,212.252.124.110,5,5,5,5,5,node/88
76245,76458,46.196.185.211,5,5,5,5,5,node/88
76246,76459,94.55.133.44,4.5,5,5,4.5,5,node/88
76247,76460,194.29.214.244,5,5,5,5,5,node/88
76248,76461,176.41.68.159,5,5,5,5,5,node/88
76249,76462,178.233.153.179,5,5,5,5,5,node/88
76250,76463,159.247.237.3,4.5,4.5,3.5,5,5,node/110
76251,76464,176.43.73.222,5,5,5,5,5,node/88
76252,76465,78.164.205.56,5,5,5,5,5,node/29
76253,76466,178.233.153.179,5,5,5,5,5,node/88
76254,76467,178.233.153.179,5,5,5,5,5,node/88
76255,76468,178.233.153.179,5,5,5,5,5,node/88
76256,76469,212.252.124.110,5,5,5,5,5,node/88
76257,76470,178.233.153.179,5,5,5,5,5,node/88
76258,76471,212.252.124.110,5,5,5,5,5,node/88
76259,76472,178.233.153.179,5,5,5,5,5,node/88
76260,76473,193.254.229.150,5,5,5,5,5,node/88
76261,76474,178.233.153.179,5,5,5,5,5,node/88
76262,76475,193.254.229.150,5,5,5,5,5,node/88
76263,76476,194.29.214.244,5,5,5,5,5,node/88
76264,76477,64.8.144.206,5,5,5,5,5,node/60
76265,76478,64.8.144.206,5,5,5,5,5,node/60
76266,76479,88.244.153.239,1,1,1,1,1,node/88
76267,76480,82.222.60.167,5,5,5,5,5,node/88
76268,76481,81.214.135.231,5,5,5,5,5,node/88
76269,76482,159.247.237.3,5,5,5,5,5,node/61
76270,76483,82.222.60.167,5,5,5,5,5,node/88
76271,76484,64.8.144.206,2.5,2.5,2.5,3,3,node/48
76272,76485,81.214.135.231,5,5,5,5,5,node/88
76273,76486,88.253.29.7,5,5,5,5,5,node/88
76274,76487,88.244.153.239,1,1,1,1,1,node/88
76275,76488,176.33.204.59,5,5,5,5,5,node/88
76276,76489,78.180.178.102,5,5,5,5,5,node/88
76277,76490,176.43.140.142,5,5,5,5,5,node/88
76278,76491,81.214.135.231,5,5,5,5,5,node/88
76279,76492,194.29.214.244,5,5,5,5,5,node/88
76280,76493,81.214.135.231,5,5,5,5,5,node/88
76281,76494,193.254.229.150,5,5,5,5,5,node/88
76282,76495,78.179.74.255,5,5,5,5,5,node/88
76283,76496,85.101.198.106,5,5,5,5,5,node/88
76284,76497,212.252.124.110,5,5,5,5,5,node/90
76285,76498,193.254.229.150,5,5,5,5,5,node/38
76286,76499,85.96.57.19,5,5,5,5,5,node/88
76287,76500,139.179.134.52,5,5,5,5,5,node/88
76288,76501,88.245.146.102,5,5,5,5,5,node/88
76289,76502,194.29.214.244,5,5,5,5,5,node/88
76290,76503,94.54.5.248,5,5,5,5,5,node/88
76291,76504,212.252.124.110,5,5,5,5,5,node/88
76292,76505,194.29.214.244,5,5,5,5,5,node/88
76293,76506,176.219.149.33,1,1,1,1,1.5,node/88
76294,76507,213.43.134.165,5,5,5,5,5,node/88
76295,76508,78.173.146.88,5,5,5,5,5,node/88
76296,76509,212.252.124.110,5,5,5,5,5,node/88
76297,76510,78.175.108.217,5,5,5,5,5,node/29
76298,76511,88.247.214.39,5,5,5,5,5,node/88
76299,76512,46.196.156.224,5,5,5,5,5,node/88
76300,76513,172.56.2.47,5,5,5,5,5,node/88
76301,76514,194.29.214.244,5,5,5,5,5,node/88
76302,76515,95.70.214.106,5,5,5,5,5,node/88
76303,76516,85.158.97.5,5,5,5,5,5,node/88
76304,76517,216.185.39.170,5,5,5,5,4.5,node/88
76305,76518,46.196.156.224,5,5,5,5,5,node/88
76306,76519,194.29.214.244,5,5,5,5,5,node/88
76307,76520,212.252.56.103,5,5,5,5,5,node/88
76308,76521,77.245.70.50,5,5,5,5,5,node/88
76309,76522,95.70.205.113,5,5,5,5,5,node/88
76310,76523,5.47.187.6,5,5,5,5,5,node/88
76311,76524,95.70.205.113,5,5,5,5,5,node/88
76312,76525,85.108.13.17,5,5,5,5,5,node/88
76313,76526,77.245.70.50,5,5,5,5,5,node/88
76314,76527,77.245.70.50,5,5,5,5,5,node/88
76315,76528,5.47.187.6,5,5,5,5,5,node/88
76316,76529,80.135.174.124,5,5,5,5,5,node/88
76317,76530,88.241.7.186,5,5,5,5,5,node/88
76318,76531,188.58.10.25,5,5,5,5,5,node/88
76319,76532,176.219.163.230,5,5,5,5,5,node/88
76320,76533,193.254.229.150,5,5,5,5,5,node/88
76321,76534,193.254.229.150,5,5,5,5,5,node/88
76322,76535,193.254.229.150,5,5,5,5,5,node/88
76323,76536,46.2.47.110,5,5,5,5,5,node/88
76324,76537,85.99.242.67,5,5,5,5,5,node/88
76325,76538,193.254.229.150,5,5,5,5,5,node/88
76326,76539,31.223.13.136,5,5,5,5,5,node/88
76327,76540,213.148.68.2,5,5,5,5,5,node/88
76328,76541,78.162.210.79,5,5,5,5,5,node/88
76329,76542,193.254.229.150,5,5,5,5,5,node/88
76330,76543,88.253.104.77,5,5,5,5,5,node/88
76331,76544,213.148.68.2,5,5,5,5,5,node/88
76332,76545,31.223.13.136,5,5,5,5,5,node/88
76333,76546,31.223.13.136,5,5,5,5,5,node/88
76334,76547,78.162.210.79,5,5,5,5,5,node/88
76335,76548,193.254.229.150,5,5,5,5,5,node/88
76336,76549,5.47.187.6,5,5,5,5,5,node/85
76337,76550,194.29.214.244,5,5,5,5,5,node/88
76338,76551,88.254.153.0,4.5,5,5,5,5,node/88
76339,76552,88.250.240.81,5,5,5,5,5,node/88
76340,76553,193.254.229.150,5,5,5,5,5,node/88
76341,76554,46.197.171.104,5,5,5,5,5,node/88
76342,76555,213.148.68.2,5,5,5,5,5,node/88
76343,76556,78.163.7.183,5,5,5,5,5,node/88
76344,76557,176.42.203.30,5,5,5,5,5,node/88
76345,76558,88.250.29.207,5,5,5,5,5,node/88
76346,76559,178.240.89.125,5,5,5,5,5,node/88
76347,76560,88.250.240.81,5,5,5,5,5,node/88
76348,76561,78.182.67.185,5,5,5,5,5,node/88
76349,76562,94.123.227.146,5,5,5,5,5,node/88
76350,76563,178.233.90.82,5,5,5,5,5,node/88
76351,76564,95.15.150.238,5,5,5,5,5,node/88
76352,76565,78.175.17.247,5,5,5,5,5,node/88
76353,76566,70.183.5.98,5,5,5,5,5,node/88
76354,76567,88.250.29.207,5,5,5,5,5,node/88
76355,76568,193.254.229.150,5,5,5,5,5,node/88
76356,76569,46.197.171.104,5,5,5,5,5,node/88
76357,76570,85.101.105.56,5,5,5,5,5,node/88
76358,76571,37.155.9.219,5,5,5,5,5,node/88
76359,76572,95.13.76.84,1,1,1,1,1,node/88
76360,76573,213.148.68.2,5,5,5,5,5,node/88
76361,76574,62.248.97.251,5,5,5,5,5,node/88
76362,76575,88.226.249.184,5,5,5,5,5,node/88
76363,76576,176.40.150.246,5,5,5,5,5,node/88
76364,76577,193.254.229.150,5,5,5,5,5,node/88
76365,76578,85.101.105.56,5,5,4.5,5,5,node/27
76366,76579,193.254.229.150,5,5,5,5,5,node/88
76367,76580,85.101.105.56,5,5,5,5,5,node/113
76368,76581,176.42.243.45,5,5,5,5,5,node/88
76369,76582,78.178.43.163,5,5,5,5,5,node/88
76370,76583,78.172.249.161,5,5,5,5,5,node/88
76371,76584,176.42.243.45,5,5,5,5,5,node/88
76372,76585,95.13.76.84,5,5,5,5,5,node/88
76373,76586,78.191.0.194,5,5,5,5,5,node/88
76374,76587,188.58.98.95,5,5,5,5,5,node/88
76375,76588,46.197.156.50,5,5,5,5,5,node/88
76376,76589,144.122.120.126,5,5,5,5,5,node/88
76377,76590,195.85.255.34,5,5,5,5,5,node/88
76378,76591,5.47.78.65,5,5,5,5,5,node/88
76379,76592,46.197.156.50,5,5,5,5,5,node/88
76380,76593,37.154.161.226,5,5,5,5,5,node/88
76381,76594,176.238.63.211,5,5,5,5,5,node/85
76382,76595,176.239.138.35,1,1,1,1,1,node/88
76383,76596,94.123.227.149,5,5,5,5,5,node/88
76384,76597,5.0.181.23,5,5,5,5,5,node/88
76385,76598,88.253.132.246,5,5,5,5,5,node/88
76386,76599,194.29.214.244,5,5,5,5,5,node/85
76387,76600,176.42.91.232,5,5,5,5,5,node/88
76388,76601,94.123.227.149,5,5,5,5,5,node/88
76389,76602,78.187.137.33,5,5,5,5,5,node/88
76390,76603,176.216.43.2,5,5,5,5,5,node/88
76391,76604,176.33.173.144,5,5,5,5,5,node/88
76392,76605,193.254.229.150,5,5,5,5,5,node/88
76393,76606,94.123.227.149,5,5,5,5,5,node/88
76394,76607,176.42.91.232,5,5,5,5,5,node/88
76395,76608,151.250.201.190,5,5,5,5,5,node/88
76396,76609,193.254.229.150,5,5,5,5,5,node/88
76397,76610,88.251.75.85,5,5,5,5,5,node/88
76398,76611,176.33.133.140,5,5,5,5,5,node/88
76399,76612,94.123.227.149,5,5,5,5,5,node/88
76400,76613,176.42.91.232,5,5,5,5,5,node/88
76401,76614,151.250.201.190,5,5,5,5,5,node/88
76402,76615,176.43.241.123,5,5,5,5,5,node/88
76403,76616,5.47.84.55,5,5,5,5,5,node/88
76404,76617,193.254.229.150,5,5,5,5,5,node/88
76405,76618,5.47.78.65,5,5,5,5,5,node/88
76406,76619,176.42.91.232,5,5,5,5,5,node/88
76407,76620,85.103.26.203,5,5,5,5,5,node/88
76408,76621,64.8.144.206,5,5,5,5,5,node/83
76409,76622,176.33.133.140,5,5,5,5,5,node/85
76410,76623,193.254.229.150,5,5,5,5,5,node/88
76411,76624,176.42.91.232,5,5,5,5,5,node/88
76412,76625,24.114.59.114,5,5,5,5,5,node/88
76413,76626,193.254.229.150,5,5,5,5,5,node/88
76414,76627,78.177.167.21,5,5,5,5,5,node/88
76415,76628,176.42.91.232,5,5,5,5,5,node/88
76416,76629,78.178.27.8,5,5,5,5,5,node/85
76417,76630,65.165.176.130,5,5,5,5,5,node/88
76418,76631,194.29.214.244,5,5,5,5,5,node/88
76419,76632,5.47.104.250,5,5,5,5,5,node/88
76420,76633,46.197.231.236,5,5,5,5,5,node/88
76421,76634,176.43.145.176,5,5,5,5,5,node/88
76422,76635,78.171.94.174,5,5,5,5,5,node/85
76423,76636,176.219.146.79,5,5,5,5,5,node/88
76424,76637,5.46.15.65,5,5,5,5,5,node/88
76425,76638,85.110.150.146,5,5,5,5,5,node/88
76426,76639,85.110.57.243,5,5,5,5,5,node/88
76427,76640,95.8.177.28,5,5,5,5,5,node/88
76428,76641,24.114.59.114,5,5,5,5,5,node/88
76429,76642,194.29.214.244,5,5,5,5,5,node/38
76430,76643,176.219.146.79,5,5,5,5,5,node/88
76431,76644,37.77.31.74,5,5,5,5,5,node/88
76432,76645,95.8.177.28,5,5,5,5,5,node/88
76433,76646,95.8.177.28,5,5,5,5,5,node/88
76434,76647,85.110.57.243,5,5,5,5,5,node/88
76435,76648,85.110.150.146,5,5,5,5,5,node/88
76436,76649,151.250.201.190,5,5,5,5,5,node/88
76437,76650,5.46.15.65,5,5,5,5,5,node/88
76438,76651,151.250.201.190,5,5,5,5,5,node/88
76439,76652,85.104.2.8,5,5,5,4.5,5,node/88
76440,76653,64.8.144.206,5,5,5,5,5,node/57
76441,76654,95.14.178.62,5,5,5,5,5,node/88
76442,76655,88.251.108.10,5,5,5,5,5,node/88
76443,76656,188.58.54.15,5,5,5,5,5,node/88
76444,76657,78.168.204.100,5,5,5,5,5,node/88
76445,76658,151.250.49.221,5,5,5,5,5,node/88
76446,76659,95.14.213.189,5,5,5,5,5,node/88
76447,76660,194.29.214.244,5,5,5,5,5,node/88
76448,76661,95.14.178.62,5,5,5,5,5,node/88
76449,76662,176.219.146.84,5,5,5,5,5,node/88
76450,76663,66.249.81.219,5,5,5,5,5,node/88
76451,76664,66.249.81.216,5,5,5,5,5,node/88
76452,76665,5.46.15.65,5,5,5,5,5,node/85
76453,76666,194.29.214.244,5,5,5,5,5,node/88
76454,76667,95.14.178.62,5,5,5,5,5,node/88
76455,76668,193.254.229.150,5,5,5,5,5,node/88
76456,76669,176.219.146.84,5,5,5,5,5,node/88
76457,76670,188.58.54.15,5,5,5,5,5,node/88
76458,76671,78.169.209.17,5,5,5,5,5,node/114
76459,76672,78.181.155.170,5,5,5,5,5,node/88
76460,76673,195.142.167.63,5,5,5,5,5,node/88
76461,76674,94.123.227.149,5,5,5,5,5,node/88
76462,76675,178.241.150.190,5,5,5,5,5,node/88
76463,76676,194.29.214.244,5,5,5,5,5,node/88
76464,76677,5.47.30.210,5,5,5,5,5,node/88
76465,76678,88.253.44.85,5,5,5,5,5,node/88
76466,76679,176.240.217.242,5,5,5,5,5,node/88
76467,76680,194.29.214.244,5,5,5,5,5,node/88
76468,76681,194.29.214.244,5,5,5,5,5,node/88
76469,76682,194.29.214.244,5,5,5,5,5,node/88
76470,76683,194.29.214.244,5,5,5,5,5,node/88
76471,76684,194.29.214.244,5,5,5,5,5,node/88
76472,76685,78.162.26.173,5,5,5,5,5,node/88
76473,76686,78.168.204.100,5,5,5,5,5,node/88
76474,76687,37.154.171.83,5,5,5,5,5,node/88
76475,76688,46.196.70.78,5,5,5,5,5,node/88
76476,76689,64.8.144.206,5,5,5,5,5,node/83
76477,76690,85.99.15.176,5,5,5,5,5,node/88
76478,76691,87.109.71.71,5,5,4,5,5,node/27
76479,76692,94.123.227.149,5,5,5,5,5,node/88
76480,76693,176.41.97.44,5,5,5,5,5,node/88
76481,76694,195.174.50.59,5,5,5,5,5,node/88
76482,76695,46.196.70.78,5,5,5,5,5,node/88
76483,76696,88.224.5.241,5,5,5,5,5,node/88
76484,76697,178.233.52.140,5,5,5,5,5,node/88
76485,76698,78.169.245.117,5,5,5,5,5,node/88
76486,76699,179.43.159.18,5,5,5,5,5,node/88
76487,76700,81.213.42.115,5,5,5,5,5,node/88
76488,76701,88.227.222.15,5,5,5,5,5,node/88
76489,76702,94.123.162.207,5,5,5,5,5,node/88
76490,76703,176.41.108.136,5,5,5,5,5,node/88
76491,76704,78.160.39.239,5,5,5,5,5,node/88
76492,76705,178.233.52.140,5,5,5,5,5,node/88
76493,76706,46.31.112.92,5,5,5,5,5,node/88
76494,76707,194.29.214.244,5,5,5,5,5,node/88
76495,76708,88.240.69.210,5,5,5,5,5,node/88
76496,76709,81.214.188.238,5,5,5,5,5,node/88
76497,76710,178.240.174.210,5,5,5,5,5,node/88
